	EntryID	Headword	Hypernym	Author
2522	d2e1231772Meyers-1905	Gallwespen	Cynipidae corticalis	Hrtg
2523	d2e1231772Meyers-1905	Gallwespen	Cynipidae corticis	L
2524	d2e1231772Meyers-1905	Gallwespen	Cynipidae fecundatrix	Hrtg
2525	d2e1231772Meyers-1905	Gallwespen	Cynipidae calicis	Burgsd
2526	d2e1231772Meyers-1905	Gallwespen	Cynipidae tinctoria	Hrtg
2527	d2e1231772Meyers-1905	Gallwespen	Teras terminalis	L
2528	d2e1231772Meyers-1905	Gallwespen	Rhodites rosae	L
2529	d2e1231772Meyers-1905	Gallwespen	Synergus	Hrtg
2530	d2e1231772Meyers-1905	Gallwespen	S. vulgaris	Fab
2531	d2e1231772Meyers-1905	Gallwespen	Allotria	Westw
2532	d2e1232366Meyers-1905	Galtonia	Galtonia candicans	Decne
2533	d2e1232366Meyers-1905	Galtonia	Hyacinthus candicans	
2534	d2e1237086Meyers-1905	Gänse	Anser anser	L
2535	d2e1237086Meyers-1905	Gänse	Anserinae cinereus	
2536	d2e1237086Meyers-1905	Gänse	Anserinae fabalis	Lathr
2537	d2e1237086Meyers-1905	Gänse	Anserinae segetum	
2538	d2e1237086Meyers-1905	Gänse	Anserinae fabalis arvensis	
2539	d2e1237086Meyers-1905	Gänse	Anserinae brachyrhynchus	Baill
2540	d2e1237086Meyers-1905	Gänse	Anserinae albifrons intermedius	Naum
2541	d2e1237086Meyers-1905	Gänse	Anserinae albifrons	Scop
2542	d2e1237086Meyers-1905	Gänse	Anserinae erythropus	L
2545	d2e1237086Meyers-1905	Gänse	Branta bernicla	L
2546	d2e1237086Meyers-1905	Gänse	Cereopsis Novae Hollandiae	Lath
